no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
247,Shahin,2011,n,Lilium_,73804,748393,y,Lilium_maculatum,ott73804,ott748393,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Lilioid,Lilioid.Alismatid,Lilioid,Monocots,Monocots,Liliales,OtherMonocots,Liliaceae,OtherMonocots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,411,n,1627,3.9,22,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,Cloutier,2012,n,Linum_usitatissimum,1000262,1000260,y,Linum_usitatissimum,ott1000262,ott1000260,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malpighiales,Malpighiales,Linaceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,282.202,NA,684.6,684.6,30,15,NA,770,n,1151,2,15,NA,NA,NA,1.68127373648846,NA,SC,NA,15,27.29,Domesticated,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
249,Yu,2015,n,Litopenaeus_vannamei,169168,5845,y,Penaeus_vannamei,ott169168,ott5845,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Penaeidae,Penaeidae,NA,NA,NA,NA,gonochorous,ZW,FH,NA,NA,2640,2640,88,44,NA,6146,n,4271.43,0.7,44,4341.39,1.7,NA,1.61796590909091,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,Guan,2014,n,Lolium_multiflorum,135777,135782,y,Lolium_multiflorum,ott135777,ott135782,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,2660.16,2660.16,14,7,881,192,n,488.8,2.5,7,NA,NA,NA,0.183748345964153,NA,NA,NA,7,12.77,Cultivated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
251,Velmurugan,2016,n,Lolium_perenne,135774,135782,y,Lolium_perenne,ott135774,ott135782,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,481.479,2.0799591002045,2365.782,2365.782,14,7,169,1865,n,952.6,0.4,7,NA,0.396,0.396,0.402657556782493,NA,NA,NA,7,0,Cultivated,graminoid,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
252,Wang,2008,n,Lotus_japonicus,1081728,879017,y,Lotus_japonicus,ott1081728,ott879017,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,394.455,NA,469.44,469.44,12,6,94,1023,n,508.5,6,6,NA,NA,NA,1.08320552147239,NA,NA,NA,NA,NA,NA,NA,broadleaved,NA,C3,NA,compound,NA,NA,NA
253,Berdan,2014,n,Lucania_goodei,84261,84264,y,Lucania_goodei,ott84261,ott84264,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cyprinodontiformes,Cyprinodontiformes,Fundulidae ,Fundulidae ,NA,NA,NA,NA,gonochorous,H,NA,NA,1.349,1319.322,1319.322,48,24,303,915,n,392,0.5,23,NA,NA,NA,0.297122309792454,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,Berdan,2014,n,Lucania_parva,839518,84264,y,Lucania_parva,ott839518,ott84264,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cyprinodontiformes,Cyprinodontiformes,Fundulidae ,Fundulidae ,NA,NA,NA,NA,gonochorous,H,NA,NA,1.423,1391.694,1391.694,46,23,161,766,n,605,1,23,NA,NA,NA,0.434722000669687,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,Wu,2016,n,Luffa_acutangula,379286,462358,y,Luffa_,ott379286,ott462358,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Cucurbitales,Cucurbitales,Cucurbitaceae,Cucurbitaceae,NA,NA,NA,NA,monoecious,NA,NA,NA,NA,831.3,831.3,26,13,NA,177,n,1436.12,NA,14,NA,NA,NA,1.72755924455672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,insects
256,Vipin,2013,n,Lupinus_albus,1030424,878988,y,Lupinus_albus,ott1030424,ott878988,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.8,586.8,50,25,NA,461,n,2169,4.6,38,NA,NA,NA,3.69631901840491,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
257,Yang,2013,n,Lupinus_angustifolius,1030433,878988,y,Lupinus_angustifolius,ott1030433,ott878988,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,1153,NA,1153,1153,40,20,94,8246,n,1629.9,5.1,20,NA,NA,NA,1.41361665221162,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
258,Rogers,2006,n,Macaca_mulatta,689650,268324,y,Macaca_mulatta,ott689650,ott268324,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,NA,NA,NA,NA,gonochorous,XY,NA,3290.97,3.365,3290.97,3290.97,44,22,NA,241,n,2048,9.3,20,NA,NA,NA,0.622308924116598,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,Corbet-Detig,2015,y,Macaca_mulatta,689650,268324,y,Macaca_mulatta,ott689650,ott268324,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Primates,Primates,Cercopithecidae,Cercopithecidae,NA,NA,NA,NA,gonochorous,XY,NA,3290.97,3.365,3290.97,3290.97,44,22,NA,274,n,2473.9,9.02883211678832,NA,NA,1.08485593381464,NA,0.751723655943384,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,Wang,2011,n,Macropus_eugenii,539171,42495,y,Macropus_eugenii,ott539171,ott42495,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Diprotodontia,OtherMammal,Macropodidae,OtherMammal,H,1066.5,1272.2,0.83831158622858,gonochorous,XY,NA,3075.18,NA,1153,1153,14,7,0,148,n,1402.4,10.9,8,NA,NA,NA,1.2163052905464,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,Zheng,2008,n,Magnaporthe_grisea,258235,348529,y,Magnaporthe_grisea,ott258235,ott348529,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Sordariomycetes,Magnaporthales,OtherFungi,Magnaporthaceae,OtherAsco.,NA,NA,NA,NA,NA,NA,NA,42.711,0.041,42.711,42.711,14,7,NA,176,n,1247,7.1,7,NA,NA,NA,29.1962257966332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,DiPierro,2016,n,Malus_domestica,3902985,208026,y,Malus_domestica,ott3902985,ott208026,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,1874.77,NA,1874.77,1874.77,34,17,NA,15417,n,1267,0.37,17,NA,NA,NA,0.675816233457971,NA,SI,NA,NA,NA,NA,tree,broadleaved,deciduous,C3,woody,simple,NA,NA,NA
263,Liu,2016,n,Malus_sieversii,321926,208026,y,Malus_sieversii,ott321926,ott208026,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.5,733.5,34,17,110,280,n,1299.67,4.6,17,NA,NA,NA,1.77187457396046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,Clark,2014,n,Malus_pumila,854961,208026,y,Malus_pumila,ott854961,ott208026,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,742.3,NA,753.06,753.06,34,17,NA,1091,n,1481.72,1.36,17,NA,NA,NA,1.96759886330438,NA,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,Luo,2016,n,Mangifera_indica,807634,203764,y,Mangifera_indica,ott807634,ott203764,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Malvids,Eudicots,Eudicots,Sapindales,Sapindales,Anacardiaceae,OtherEudicots,NA,NA,NA,NA,monoecious,NA,NA,NA,NA,440.1,440.1,40,20,NA,6594,n,3148.28,0.48,20,NA,NA,NA,7.15355600999773,NA,NA,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,NA,NA,NA,NA
266,Alaba,2015,n,Manihot_esculenta,339369,339367,y,Manihot_esculenta,ott339369,ott339367,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malpighiales,Malpighiales,Euphorbiaceae,Euphorbiaceae,NA,NA,NA,NA,monoecious,NA,NA,582.118,1.6700408997955,1222.5,1222.5,36,18,NA,22403,n,2412,NA,18,NA,0.761,0.761,1.97300613496933,NA,NA,NA,NA,NA,NA,shrub,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
267,Lu,2016,n,Marsupenaeus_japonicus,5787510,5845,y,Penaeus_japonicus,ott5787510,ott5845,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Penaeidae,Penaeidae,H,3127.23,3326.19,0.940183813913216,gonochorous,NA,NA,NA,2.83,2767.74,2767.74,86,43,NA,9289,n,3610.9,0.388,41,NA,NA,NA,1.3046384414721,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,Li,2014,n,Medicago_sativa,1086789,1086823,y,Medicago_sativa,ott1086789,ott1086823,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,1276.29,1276.29,64,32,384,2154,n,2133,1,32,NA,NA,NA,1.67125026443833,NA,SI,NA,16,17.36,Domesticated,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
269,Corbet-Detig,2015,y,Medicago_truncatula,1060499,1086823,y,Medicago_truncatula,ott1060499,ott1086823,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,469.44,NA,469.44,469.44,16,8,NA,540,n,556.7,1.03092592592593,NA,NA,2.10396640184481,NA,1.18588104976142,NA,NA,NA,NA,NA,NA,NA,broadleaved,NA,C3,NA,compound,NA,NA,NA
270,Gorton,2012,n,Medicago_truncatula,1060499,1086823,y,Medicago_truncatula,ott1060499,ott1086823,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,NA,NA,NA,550,NA,469.44,469.44,16,8,177,184,n,1215,6.6,8,NA,NA,NA,2.58819018404908,NA,NA,NA,NA,NA,NA,NA,broadleaved,NA,C3,NA,compound,NA,NA,NA
271,Anderson,2016,n,Melampsora_lini,809207,809209,y,Melampsora_lini,ott809207,ott809209,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Basidiomycota,Fungi,Fungi,Fungi,Fungi,Urediniomycetes,Uredinales,OtherFungi,Melampsoraceae,OtherBasido.,NA,NA,NA,NA,NA,NA,NA,NA,0.174,170.172,170.172,36,18,NA,13412,n,5860,NA,27,NA,NA,NA,34.4357473614931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,Corbet-Detig,2015,y,Meleagris_gallopavo,446482,446481,y,Meleagris_gallopavo,ott446482,ott446481,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Galliformes,Galliformes,Phasianidae,Phasianidae,NA,NA,NA,NA,gonochorous,ZW,FH,1431.14,1.46333333333333,1431.14,1431.14,64,32,NA,471,n,2157.9,4.58152866242038,NA,NA,2.49300152121962,NA,1.50781894154311,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,Aslam,2010,n,Meleagris_gallopavo,446482,446481,y,Meleagris_gallopavo,ott446482,ott446481,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Galliformes,Galliformes,Phasianidae,Phasianidae,NA,NA,NA,NA,gonochorous,ZW,FH,1128.34,1.46333333333333,1431.14,1431.14,64,32,1008,531,n,2324,4.6,28,NA,NA,NA,1.62388026328661,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,Thomas,2012,n,Meloidogyne_hapla,1043271,270136,y,Meloidogyne_hapla,ott1043271,ott270136,Plants,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Tylenchida,OtherHelminth,Heteroderidae,Heteroderidae,NA,NA,NA,NA,parthenogenic,NA,NA,53.013,NA,NA,53.013,32,16,183,182,n,1294.1,NA,16,NA,NA,NA,24.4109935298889,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,Nietlisbach,2015,n,Melospiza_melodia,265548,265546,y,Melospiza_melodia,ott265548,ott265546,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Emberizidae,OtherAves,NA,NA,NA,NA,gonochorous,ZW,FH,NA,1.43,1398.54,1398.54,80,40,NA,191,n,1731,NA,35,NA,NA,NA,1.23771933587885,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,O'Quin,2013,n,Metriaclima_zebra,677719,254526,y,Maylandia_zebra,ott677719,ott254526,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Cichlidae,Cichlidae,NA,NA,NA,NA,NA,NA,NA,848.776495,NA,NA,848.776495,44,22,160,843,m,1933,NA,22,NA,NA,NA,2.27739577072054,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,McGraw,2011,n,Microtus_ochrogaster,927240,241405,y,Microtus_ochrogaster,ott927240,ott241405,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Rodentia,Rodentia,Cricetidae,Cricetidae,NA,NA,NA,NA,gonochorous,XY,NA,2287.34,NA,NA,2287.34,56,28,NA,406,n,1707,NA,20,NA,NA,NA,0.7462817071358,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,Holeski,2014,n,Mimulus_guttatus,504496,5334418,y,Erythranthe_guttata,ott504496,ott5334418,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Lamiales,Lamiales,Phrymaceae,OtherEudicots,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,450,450,28,14,100,3073,n,1750,0.6,14,NA,3.9,NA,3.88888888888889,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
279,Liu,2016,n,Miscanthus_sinensis,764796,764804,y,Miscanthus_sinensis,ott764796,ott764804,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,H,1599,1612,0.991935483870968,NA,NA,NA,NA,NA,2591.7,2591.7,38,19,261,1821,y,1605.5,0.9,19,NA,NA,NA,0.619477562989544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,Morishima,2008,n,Misgurnus_anguillicaudatus,312382,1058127,y,Misgurnus_anguillicaudatus,ott312382,ott1058127,Aquatic,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cypriniformes,Cypriniformes,Cobitidae,OtherFishes,H,784.5,662.2,1.18468740561764,gonochorous,NA,MH,NA,1.86,1594.14,1594.14,50,25,NA,159,y,723.35,NA,27,NA,NA,NA,0.453755629994856,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,Samollow,2007,n,Monodelphis_domestica,122362,122359,y,Monodelphis_domestica,ott122362,ott122359,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Didelphimorphia,OtherMammal,Didelphidae,OtherMammal,H,443.1,884.6,0.500904363554149,gonochorous,XY,NA,3598.44,NA,3598.44,3598.44,18,9,NA,150,n,715,NA,8,NA,NA,NA,0.198697213236847,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
282,Liu,2014,n,Mus_musculus,542509,164652,y,Mus_musculus,ott542509,ott164652,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Rodentia,Rodentia,Muridae,Muridae,NA,NA,NA,NA,gonochorous,XY,MH,3002.46,3.25411764705882,3182.52705882353,3182.52705882353,42,20,237,NA,n,1288,NA,20,NA,NA,NA,0.40470983472993,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,Corbet-Detig,2015,y,Mus_musculus,542509,164652,y,Mus_musculus,ott542509,ott164652,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Rodentia,Rodentia,Muridae,Muridae,H,1330,1279,1.0398749022674,gonochorous,XY,MH,3002.46,3.25411764705882,3182.52705882353,3182.52705882353,42,20,NA,9872,n,1436.348,0.1454971636953,NA,NA,0.606862614719967,NA,0.451323106905796,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,Hipplyte,2010,n,Musa_acuminata,207474,207473,y,Musa_acuminata,ott207474,ott207473,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Zingiberales,OtherMonocots,Musaceae,OtherMonocots,NA,NA,NA,NA,monoecious,NA,NA,472.231,NA,472.231,472.231,22,11,180,489,n,1197,NA,11,NA,NA,NA,2.53477641239139,NA,NA,NA,NA,NA,NA,herb,broadleaved,evergreen,C3,non-woody,simple,NA,NA,NA
285,Feldmeyer,2010,n,Musca_domestica,1011010,533283,y,Musca_domestica,ott1011010,ott533283,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Diptera,Diptera,Schizophoroa,OtherDiptera,NA,NA,NA,NA,gonochorous,NA,NA,750.404,0.95,929.1,929.1,10,5,236,35,n,229.3,4.4,5,230.9,NA,NA,0.246797976536433,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
286,Anistoroaei,2007,n,Mustela_vison,310482,310487,y,Neovison_vison,ott310482,ott310487,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Carnivora,Carnivora,Mustelidae,OtherCarnivor,NA,NA,NA,NA,gonochorous,XY,MH,NA,NA,NA,NA,28,14,92,85,n,690,8,17,NA,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,Manzo-Sanchez,2008,n,Mycosphaerella_fijiensis,857565,708974,y,Mycosphaerella_fijiensis,ott857565,ott708974,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Mycosphaerellales,Mycosphaerellales,Mycosphaerellaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,NA,0.076,NA,NA,NA,NA,NA,314,n,1879,5.9,23,4298.2,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,Kema,2002,n,Mycosphaerella_graminicola,5319573,708974,y,Mycosphaerella_graminicola,ott5319573,ott708974,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Dothideomycetes,Mycosphaerellales,Mycosphaerellales,Mycosphaerellaceae,OtherAsco.,NA,NA,NA,NA,NA,H,NA,39.7,NA,NA,39.7,42,21,68,223,n,1216,4.3,23,NA,NA,NA,30.6297229219144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,Diao,2016,n,Nasonia_giraulti,729592,729596,y,Nasonia_giraulti,ott729592,ott729596,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Pteromalidae,Pteromalidae,NA,NA,NA,NA,male.haploid,NA,NA,283.607,NA,283.607,283.607,10,5,475,92,n,620,NA,5,NA,NA,NA,2.18612375576061,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Beukeboom,2010,n,Nasonia_vitripennis,729593,729596,y,Nasonia_vitripennis,ott729593,ott729596,Animals,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hymenoptera,Hymenoptera,Pteromalidae,Pteromalidae,NA,NA,NA,NA,male.haploid,NA,NA,295.781,0.34,332.52,332.52,10,5,NA,36,n,515,NA,5,NA,NA,NA,1.54877902081078,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,Zhang,2014,n,Nelumbo_lutea,532278,532286,y,Nelumbo_lutea,ott532278,ott532286,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Proteales,Proteales,Nelumbonaceae,Nelumbonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,948.66,948.66,16,8,NA,4098,n,494.3,NA,9,NA,NA,NA,0.521050745261738,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
292,Liu,2016,n,Nelumbo_nucifera,532288,532286,y,Nelumbo_nucifera,ott532288,ott532286,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Basal.Eudicots,Proteales,Proteales,Nelumbonaceae,Nelumbonaceae,NA,NA,NA,NA,NA,NA,NA,804.648,NA,234.72,234.72,16,8,96,8971,n,581.3,0.74,8,NA,NA,NA,2.47656782549421,NA,NA,NA,8,11.3,Cultivated,NA,NA,NA,C3,NA,NA,NA,NA,NA
293,Zhang,2012,n,Nicotiana_langsdorffii,733968,797191,y,Nicotiana_langsdorffii,ott733968,ott797191,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,4254.3,4254.3,18,9,90,266,n,1062,NA,12,NA,NA,NA,0.249629786333827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,Gong,2016,n,Nicotiana_tabacum,222787,797191,y,Nicotiana_tabacum,ott222787,ott797191,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Solanales,Solanales,Solanaceae,Solanaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,3643.47,NA,5066.04,5066.04,48,24,NA,4409,n,2662.43,0.6,24,NA,NA,NA,0.52554460683295,NA,SC,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
295,Jairin,2013,n,Nilaparvata_lugens,876508,876546,y,Nilaparvata_lugens,ott876508,ott876546,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Hemiptera,Hemiptera,Delphacidae,OtherHemiptera,NA,NA,NA,NA,gonochorous,NA,NA,1140.79,NA,1140.79,1140.79,30,15,NA,518,n,1093.3,2.3,17,NA,NA,NA,0.958370953462075,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
