no,Ref,year,corbett,species,uid,pid,check,phyl.info,ott.uid,ott.pid,Habitat,par.path,invasive,Kingdom,Tax.grp,Group,newGroup,SubGroup,newSubGroup,newSubGroup2,newSubGroupClade,newSubGrp2,Class,Order,newOrder,Family,newFamily,het.a.chiasmy,F.map.length,M.map.length,F.M.ratio,Sexual.sys,Karyotype,Genotypic,Size.Mb,Cval,est.Gsize.Mb,combined.Gsize,chr.2n,chr1n,No.Ind,Marker.mapped,av.sex,MapLength.cM,MarkerInterval ,LinkageGrps,CM.length.est,RR_Mb.cM,CorrectedRR,RR,haplodiploid,Selfing,plant.LifeForm,RI_hap,RI_chiasma,RI_status,PlantGrowthForm,LeafType,LeafPhenology,PhotosyntheticPathway,Woodiness,LeafCompoundness,Total.spp,Dioe,Pollination
171,Hudson,2012,n,Eucalyptus_grandis,40959,1015498,y,Eucalyptus_grandis,ott40959,ott1015498,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Myrtales,Myrtales,Myrtaceae,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,691.43,0.579959100204499,591.5922,591.5922,22,11,1950,4101,n,1107,0.31,11,NA,0.108,0.108,1.8712214258403,NA,SC,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
172,Li,2015,n,Eucalyptus_tereticornis,173799,1015498,y,Eucalyptus_tereticornis,ott173799,ott1015498,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Myrtales,Myrtales,Myrtaceae,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.8,586.8,22,11,NA,585,n,1241.4,NA,11,NA,NA,NA,2.11554192229039,NA,NA,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
173,Li,2015,n,Eucalyptus_urophylla,1049231,1015498,y,Eucalyptus_urophylla,ott1049231,ott1015498,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Myrtales,Myrtales,Myrtaceae,Myrtaceae,NA,NA,NA,NA,NA,NA,NA,NA,0.579959100204499,595.602,595.602,22,11,NA,700,n,1208.5,NA,11,NA,0.095,0.095,2.02903952639514,NA,both,NA,NA,NA,NA,tree,broadleaved,evergreen,C3,woody,simple,NA,NA,NA
174,Li,2014,n,Eucommia_ulmoides,743836,736764,y,Eucommia_ulmoides,ott743836,ott736764,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Garryales,OtherEudicots,Eucommiaceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,NA,NA,723.72,723.72,34,17,NA,706,n,2133,3.1,25,NA,NA,NA,2.94727242580003,NA,NA,NA,NA,NA,NA,tree,broadleaved,deciduous,NA,woody,NA,1,1,wind
175,Yabe,2014,n,Fagopyrum_esculentum,904381,904378,y,Fagopyrum_esculentum,ott904381,ott904378,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Superasterids,Eudicots,Eudicots,Caryophyllales,Caryophyllales,Polygonaceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,1177.69,1.38997955010225,1359.4,1359.4,16,8,178,8884,n,1574.3,2.31,8,NA,0.377,0.377,1.15808444902163,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
176,Li,2016,n,Felis_silvestris,563163,563165,y,Felis_silvestris,ott563163,ott563165,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Carnivora,Carnivora,Felidae,OtherCarnivor,NA,NA,NA,NA,gonochorous,XY,MH,NA,2.96,2894.88,2894.88,38,19,453,6637,n,4464,NA,19,NA,NA,NA,1.54203283037639,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,Wang,2012,n,Fenneropenaeus_chinensis,1076853,5845,y,Fenneropenaeus_chinensis,ott1076853,ott5845,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Crustaceans,Malacostraca,Decapoda,Decapoda,Penaeidae,Penaeidae,H,1715.06,2076.53,0.825925943761949,gonochorous,NA,NA,NA,NA,1660,1660,88,44,NA,236,y,1895.795,10.13,39,NA,NA,NA,1.14204518072289,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,Dierking,2015,n,Festuca_arundinacea,105576,105596,y,Festuca_arundinacea,ott105576,ott105596,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Monocots,Angiosperms,Commelinid,Commelinid,Commelinid,Monocots,Monocots,Poales,Poales,Poaceae,Poaceae,H,1258,1577,0.797717184527584,hermaphrodite,NA,NA,NA,NA,4185.84,4185.84,42,21,NA,594,y,1417.5,NA,22,NA,NA,NA,0.338641706324179,NA,NA,NA,NA,NA,NA,graminoid,broadleaved,NA,C3,non-woody,simple,450,10,wind
179,Backstrom,2008,n,Ficedula_albicollis,107840,131998,y,Ficedula_albicollis,ott107840,ott131998,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Muscicapidae,Muscicapidae,NA,NA,NA,NA,gonochorous,ZW,FH,1118.34,NA,1118.34,1118.34,60,30,322,211,n,1787,NA,33,NA,NA,NA,1.59790403633958,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Corbet-Detig,2015,y,Ficedula_albicollis,107840,131998,y,Ficedula_albicollis,ott107840,ott131998,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Passeriformes,Passeriformes,Muscicapidae,Muscicapidae,NA,NA,NA,NA,gonochorous,ZW,FH,1118.34,NA,1118.34,1118.34,60,30,NA,3996,n,3132.061,0.783799049049049,NA,NA,3.24065054958299,NA,2.80063397535633,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Mahoney,2016,n,Fragaria_iinumae,555467,208027,y,Fragaria_iinumae,ott555467,ott208027,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,199.628,NA,199.628,199.628,14,7,104,4173,n,451.7,NA,7,NA,NA,NA,2.2627086380668,NA,SC,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,42795,insects
182,Davik,2015,n,Fragaria_vesca,852873,208027,y,Fragaria_vesca,ott852873,ott208027,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,214.373,NA,214.373,214.373,14,7,NA,151,n,416.2,2.76,7,NA,NA,NA,1.94147583884165,NA,SC,P,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,12,42795,insects
183,Sargent,2016,n,Fragaria_xananassa,3904118,208027,y,Fragaria_xananassa,ott3904118,ott208027,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Rosales,Rosales,Rosaceae,Rosaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,697.762,NA,697.762,697.762,56,28,86,8407,n,1820,NA,28,NA,NA,NA,2.60833923314827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,42795,insects
184,DeVos,2007,n,Fusarium_circinatum,75556,955281,y,Fusarium_circinatum,ott75556,ott955281,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,NA,NA,NA,NA,parthenogenic,NA,NA,43.9486,NA,43.9486,43.9486,22,11,94,582,n,2774.4,11.6,12,NA,NA,NA,63.1282907760429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,Lee,2008,n,Fusarium_graminearum,5726284,264388,y,Fusarium_graminearum,ott5726284,ott264388,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,NA,NA,NA,NA,parthenogenic,NA,NA,36.458,NA,36.458,36.458,8,4,NA,115,n,1140,NA,6,NA,NA,NA,31.2688573152669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Teunissen,2003,n,Fusarium_oxysporum,731146,655794,y,Fusarium_oxysporum,ott731146,ott655794,Soil,n,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,NA,NA,NA,NA,parthenogenic,NA,NA,61.3869,0.055,61.3869,61.3869,30,15,32,83,n,86,NA,23,NA,NA,NA,1.40095036563176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,Jurgenson,2002,n,Fusarium_verticillioides,966934,584890,y,Fusarium_verticillioides,ott966934,ott584890,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Ascomycota,Fungi,Fungi,Fungi,Fungi,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,NA,NA,NA,NA,parthenogenic,NA,NA,41.8449,NA,41.8449,41.8449,22,11,NA,636,n,2188,NA,12,NA,NA,NA,52.2883314334602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,Hubert,2010,n,Gadus_morhua,114170,114168,y,Gadus_morhua,ott114170,ott114168,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Gadiformes,OtherFishes,Gadidae,OtherFishes,H,NA,NA,1.78,gonochorous,XY,MH,824.311,0.93,909.54,909.54,46,23,182,924,n,1421.92,NA,23,NA,NA,NA,1.56333971018317,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Pengelly,2016,n,Gallus_gallus,153563,153562,y,Gallus_gallus,ott153563,ott153562,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Galliformes,Galliformes,Phasianidae,Phasianidae,NA,NA,NA,NA,gonochorous,ZW,FH,1222.5,NA,1230.26,1230.26,70,35,NA,500000,n,2762.2,NA,28,NA,NA,NA,2.24521645830963,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Corbet-Detig,2015,y,Gallus_gallus,153563,153562,y,Gallus_gallus,ott153563,ott153562,Terrestrial,n,y,Eukaryota,Opisthokonta ,Animals,Vert,Birds,Aves,Aves,Aves,Aves,Aves,Galliformes,Galliformes,Phasianidae,Phasianidae,NA,NA,NA,NA,gonochorous,ZW,FH,1222.5,NA,1230.26,1230.26,70,35,NA,8349,n,2867.6,0.343466283387232,NA,NA,3.1486092544282,NA,2.33088940549152,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,Corbet-Detig,2015,y,Gasterosteus_aculeatus,401066,401070,y,Gasterosteus_aculeatus,ott401066,ott401070,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Gasterosteiformes,OtherFishes,Gasterosteidae,OtherFishes,NA,NA,NA,NA,gonochorous,XY,MH,625.92,0.7,625.92,625.92,44,22,NA,1872,n,1251.1609277,0.66835519642094,NA,NA,3.1137123613754,NA,1.9989150813203,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,Rastas,2016,n,Gasterosteus_aculeatus,401066,401070,y,Gasterosteus_aculeatus,ott401066,ott401070,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Gasterosteiformes,OtherFishes,Gasterosteidae,OtherFishes,H,2335.72,1584.26,1.47432870867156,gonochorous,XY,MH,446.611,0.7,625.92,625.92,44,22,NA,13060,n,1980.74,0.5,21,NA,NA,NA,3.16452581799591,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Nakatsuka,2012,n,Gentiana_scabra,717875,168233,y,Gentiana_scabra,ott717875,ott168233,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Lamiids,Eudicots,Eudicots,Gentianales,Gentianales,Gentianaceae,OtherEudicots,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000,26,13,93,263,n,613.7,NA,19,NA,NA,NA,0.12274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,vanderVoort,1999,n,Globodera_rostochiensis,232963,232964,y,Globodera_rostochiensis,ott232963,ott232964,Plants,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Tylenchida,OtherHelminth,Heteroderidae,Heteroderidae,NA,NA,NA,NA,gonochorous,NA,NA,95.8763,NA,95.8763,95.8763,18,9,NA,62,n,431,NA,9,NA,NA,NA,4.4953758123749,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Corbet-Detig,2015,y,Glycine_max,681762,5533150,y,Glycine_max,ott681762,ott5533150,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,978.972,NA,1105.14,1105.14,40,20,NA,2549,n,2241.32,0.879293840721852,NA,NA,2.37632821956651,NA,2.02808693921132,NA,SC,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
196,Song,2016,n,Glycine_max,681762,5533150,y,Glycine_max,ott681762,ott5533150,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Fabales,Fabales,Fabaceae,Fabaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,978.972,NA,1105.14,1105.14,40,20,NA,21478,n,2445.8,NA,20,NA,NA,NA,2.21311327071683,NA,SC,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,compound,NA,NA,NA
197,Kakioka,2013,n,Gnathopogon_caerulescens,325187,19422,y,Globodera_rostochiensis,ott325187,ott19422,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Cypriniformes,Cypriniformes,Cyprinidae,Cyprinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,25,198,1622,n,1390.9,0.87,25,1451,NA,NA,#VALUE!,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,Badigannavar,2015,n,Gossypium_arboreum,625750,800239,y,Gossypium_arboreum,ott625750,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,1694.6,NA,1682.16,1682.16,26,13,94,606,n,1109,7.92,37,NA,NA,NA,0.659271412945261,NA,both,NA,NA,NA,NA,NA,NA,NA,C3,NA,NA,NA,NA,NA
199,Shi,2016,n,Gossypium_barbadense,854476,800239,y,Gossypium_barbadense,ott854476,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,2566.74,NA,2694.39,2694.39,52,26,NA,2292,n,5115.6,2.23,26,NA,NA,NA,1.89861155957378,NA,both,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
200,Jia,2016,n,Gossypium_hirsutum,854480,800239,y,Gossypium_hirsutum,ott854480,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,hermaphrodite,NA,NA,2189.14,NA,2347.2,2347.2,52,26,NA,6434,n,4071.98,0.63,26,NA,NA,NA,1.73482447171097,NA,both,NA,NA,NA,NA,shrub/tree,broadleaved,NA,C3,woody,simple,NA,NA,NA
201,Corbet-Detig,2015,y,Gossypium_raimondii,79347,800239,y,Gossypium_raimondii,ott79347,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,NA,NA,NA,761.565,1.35276073619632,1101.228,1101.228,26,13,NA,433,n,1493.3,3.44872979214781,NA,NA,2.04971450838414,1.135,1.3560316301438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,Wang,2013,n,Gossypium_raimondii,79347,800239,y,Gossypium_raimondii,ott79347,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,NA,NA,NA,761.565,1.35276073619632,1101.228,1101.228,26,13,NA,48958,n,2325,NA,13,NA,1.135,1.135,2.11127940807898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Hou,2013,n,Gossypium_tomentosum,733231,800239,y,Gossypium_tomentosum,ott733231,ott800239,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2386.32,2386.32,52,26,NA,1204,n,3320.8,2.76,35,NA,NA,NA,1.39159877971102,NA,NA,NA,NA,NA,NA,shrub,broadleaved,NA,C3,woody,simple,NA,NA,NA
204,Ren,2016,n,Haliotis_diversicolor,780542,228119,y,Haliotis_diversicolor,ott780542,ott228119,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Gastropoda,Vetigastropoda,Vetigastropoda,Halliotidae,Halliotidae,H,2197.8,1764.7,1.24542415141384,NA,NA,NA,NA,1.45,1418.1,1418.1,32,16,131,3717,n,2190.1,1.27,16,2209.6,NA,NA,1.54439038149637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,Vervalle,2013,n,Haliotis_midae,780532,228119,y,Haliotis_midae,ott780532,ott228119,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Gastropoda,Vetigastropoda,Vetigastropoda,Halliotidae,Halliotidae,NA,NA,NA,NA,NA,NA,NA,NA,1.43,1398.54,1398.54,36,18,NA,186,n,1038,6.88,18,1327,NA,NA,0.74220258269338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,Baranski,2006,n,Haliotis_rubra,695282,228119,y,Haliotis_rubra,ott695282,ott228119,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Molluscs,Molluscs,Molluscs,Molluscs,Molluscs,Gastropoda,Vetigastropoda,Vetigastropoda,Halliotidae,Halliotidae,H,766,621,1.23349436392915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,y,693.5,NA,17,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,Henning,2017,n,Haplochromis_chilotes,138490,288092,y,Haplochromis_chilotes,ott138490,ott288092,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Cichlidae,Cichlidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.8,1075.8,44,22,NA,1122,n,1225.68,NA,22,NA,NA,NA,1.13931957612939,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Henning,2014,n,Haplochromis_sauvagei,685068,288092,y,Haplochromis_sauvagei,ott685068,ott288092,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Perciformes,Perciformes,Cichlidae,Cichlidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,1075.8,1075.8,44,22,NA,867,n,1130.63,NA,22,NA,NA,NA,1.05096672243912,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,Celik,2016,n,Helianthus_annuus,515712,515718,y,Helianthus_annuus,ott515712,ott515718,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Campanulids,Eudicots,Eudicots,Asterales,Asterales,Asteraceae,Asteraceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,NA,2376.54,2376.54,34,17,93,817,n,2472,NA,17,NA,NA,NA,1.04016763866798,NA,both,NA,17,27.71,Domesticated,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
210,Corbet-Detig,2015,y,Heliconius_melpomene,896444,1050577,y,Heliconius_melpomene,ott896444,ott1050577,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Nymphalidae,Nymphalidae,A,NA,NA,NA,gonochorous,ZW,NA,293.4,0.3,293.4,293.4,42,21,NA,1017,n,689.262,0.677740412979351,NA,NA,3.32508090841105,NA,2.34922290388548,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Davey,2016,n,Heliconius_melpomene,896444,1050577,y,Heliconius_melpomene,ott896444,ott1050577,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Invert,Insects,Insects,Insects,Insects,Insects,Insecta,Lepidoptera,Lepidoptera,Nymphalidae,Nymphalidae,A,NA,NA,NA,gonochorous,ZW,NA,293.4,0.3,293.4,293.4,42,21,69,431488,n,1364.23,NA,21,NA,NA,NA,4.64972733469666,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Lind,2012,n,Heterobasidion_annosum,1072058,1072057,y,Heterobasidion_annosum,ott1072058,ott1072057,Plants,y,n,Eukaryota,Opisthokonta ,Fungi,Fungi,Basidiomycota,Fungi,Fungi,Fungi,Fungi,Agaricomycetes,Russulales,Russulales,Bondarzewiaceae,OtherBasido.,NA,NA,NA,NA,NA,H,NA,27.9883,0.034,27.9883,27.9883,NA,NA,102,241,n,2476,5.8,17,NA,NA,NA,88.4655373852646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Atibalentja,2005,n,Heterodera_glycines,332065,1040296,y,Heterodera_glycines,ott332065,ott1040296,Plants,y,n,Eukaryota,Opisthokonta ,Animals,Invert,Nematode,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,UnSeg.Worms,Secernentea,Tylenchida,OtherHelminth,Heteroderidae,Heteroderidae,NA,NA,NA,NA,gonochorous,NA,NA,81.908,NA,81.908,81.908,18,9,63,131,n,539,4.5,10,NA,NA,NA,6.58055379205938,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Shearman,2015,n,Hevea_brasiliensis,339361,339360,y,Hevea_brasiliensis,ott339361,ott339360,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malpighiales,Malpighiales,Euphorbiaceae,Euphorbiaceae,NA,NA,NA,NA,monoecious,NA,NA,1373.37,NA,2102.7,2102.7,36,18,149,12326,n,4160,NA,18,NA,NA,NA,1.9784087126076,NA,NA,NA,NA,NA,NA,tree,broadleaved,deciduous,C3,woody,compound,NA,NA,NA
215,Chen,2011,n,Hibiscus_cannabinus,393745,83402,y,Hibiscus_cannabinus,ott393745,ott83402,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superrosids,Superrosids,Fabids,Eudicots,Eudicots,Malvales,Malvales,Malvaceae,Malvaceae,NA,NA,NA,NA,NA,NA,NA,NA,1.53,1496.34,1496.34,36,18,180,396,n,4924.8,16.04,26,NA,NA,NA,3.29123060267052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,Shirasawa,2015,n,Hieracium_,711719,23821,y,Hieracium_mixtum,ott711719,ott23821,Terrestrial,n,n,Eukaryota,Archaeplastida,Plants,Eudicots,Angiosperms,Superasterids,Superasterids,Campanulids,Eudicots,Eudicots,Asterales,Asterales,Asteraceae,Asteraceae,NA,NA,NA,NA,hermaphrodite,NA,NA,NA,4.15,4058.7,4058.7,36,18,95,518,n,1650,8.5,16,NA,NA,NA,0.406534111907754,NA,NA,NA,NA,NA,NA,herb,broadleaved,NA,C3,non-woody,simple,NA,NA,NA
217,Palaiokostas,2013,n,Hippoglossus_hippoglossus,408328,261426,y,Hippoglossus_hippoglossus,ott408328,ott261426,Aquatic,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Fishes,Fishes,Fishes,Fishes,Fishes,Actinopterygii,Pleuronectiformes,Pleuronectiformes,Pleuronectinae,OtherPleuron,H,1496,1378.1,1.08555257238227,gonochorous,XY,MH,NA,NA,NA,713.94,48,24,90,4049,n,1514,NA,24,NA,NA,NA,2.12062638316945,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,Corbet-Detig,2015,y,Homo_sapiens,770315,770309,y,Homo_sapiens,ott770315,ott770309,Terrestrial,n,n,Eukaryota,Opisthokonta ,Animals,Vert,Mammals,Mammals,Mammals,Mammals,Mammals,Mammalia,Primates,Primates,Hominidae,OtherPrimate,NA,NA,NA,NA,gonochorous,XY,MH,3423,3.5,3423,3423,96,48,NA,276215,n,3179.9563005,0.0115126126405155,NA,NA,1.19071999919365,NA,0.928996874233129,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
