ott_id,species_name,trait,value,value_type,source
ott1069768,Solanum pennellii,plant_life_form,P,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1069768,Solanum pennellii,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1069768,Solanum pennellii,selfing,both,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1069768,Solanum pennellii,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,genus_n_dioecious_species,11.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,genus_n_species,1000.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,plant_life_form,PA,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott797186,Solanum pimpinellifolium,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,genus_n_dioecious_species,11.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,genus_n_species,1000.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,plant_life_form,P,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,pollination_mode,insects,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,selfing,both,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494835,Solanum tuberosum,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366998,Solea senegalensis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366998,Solea senegalensis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366998,Solea senegalensis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott366998,Solea senegalensis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710233,Solea solea,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710233,Solea solea,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710233,Solea solea,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott710233,Solea solea,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,photosynthetic_pathway,C4,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,recombination_index_chiasma,20.91,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,recombination_index_haploid,10.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,selfing,both,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott552986,Sorghum bicolor,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,photosynthetic_pathway,C4,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott778648,Spartina pectinata,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott760723,Sparus aurata,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,genus_n_dioecious_species,3.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,genus_n_species,3.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,pollination_mode,wind,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,sexual_system,polygamodioecy,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott317784,Spinacia oleracea,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,host_type,animals,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,sex_determination_karyotype,XO,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott1040287,Strongyloides ratti,sexual_system,parthenogenic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott647692,Struthio camelus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott226396,Suncus murinus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott730013,Sus scrofa,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,sex_determination_genotypic,FH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,sex_determination_karyotype,ZW,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott708327,Taeniopygia guttata,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott65341,Takifugu rubripes,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott843397,Taraxacum koksaghyz,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott843397,Taraxacum koksaghyz,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309291,Taxodium mucronatum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott309291,Taxodium mucronatum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott302422,Theileria parva,host_type,animals,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott302422,Theileria parva,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,selfing,SI,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott388185,Theobroma cacao,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,heterochiasmy,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott833202,Thunnus orientalis,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,heterochiasmy,A,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott461524,Tigriopus californicus,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,leaf_phenology,evergreen,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,leaf_type,needleleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,plant_growth_form,tree,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott61762,Torreya grandis,woodiness,woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott252145,Toxoplasma gondii,host_type,animals,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott252145,Toxoplasma gondii,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148904,Tribolium castaneum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148904,Tribolium castaneum,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148904,Tribolium castaneum,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148904,Tribolium castaneum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott148904,Tribolium castaneum,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,invasive,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,sex_determination_genotypic,MH,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,sex_determination_karyotype,XY,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott389727,Tribolium confusum,sexual_system,gonochorous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott137951,Trichogramma brassicae,haplodiploid,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott137951,Trichogramma brassicae,host_type,animals,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott137951,Trichogramma brassicae,invasive,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott137951,Trichogramma brassicae,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott137951,Trichogramma brassicae,sexual_system,male.haploid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,selfing,SI,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott839027,Trifolium pratense,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,selfing,SI,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott116218,Trifolium repens,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,leaf_compoundness,compound,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,plant_growth_form,herb,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott539553,Trifolium subterraneum,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4731601,Triticosecale,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4731601,Triticosecale,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4731601,Triticosecale,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott4731601,Triticosecale,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,domestication_status,Domesticated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,photosynthetic_pathway,C3,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,plant_growth_form,graminoid,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,recombination_index_chiasma,49.8,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,recombination_index_haploid,21.0,numeric,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,selfing,SC,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,sexual_system,hermaphrodite,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott31926,Triticum aestivum,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott605173,Triticum dicoccum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott605173,Triticum dicoccum,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494245,Trypanosoma brucei,host_type,animals,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott494245,Trypanosoma brucei,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott99027,Typhula ishikariensis,host_type,plants,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott99027,Typhula ishikariensis,parasitic_or_pathogenic,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott99027,Typhula ishikariensis,sex_determination_karyotype,H,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,domestication_status,Cultivated,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,habitat,aquatic,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,haplodiploid,true,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,sex_determination_karyotype,UV,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott616561,Undaria pinnatifida,woodiness,non-woody,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott322300,Urochloa humidicola,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott322300,Urochloa humidicola,parasitic_or_pathogenic,false,boolean,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott567253,Vaccinium corymbosum,habitat,terrestrial,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott567253,Vaccinium corymbosum,leaf_compoundness,simple,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott567253,Vaccinium corymbosum,leaf_phenology,deciduous,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
ott567253,Vaccinium corymbosum,leaf_type,broadleaved,categorical,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv)
