genome_size_id,ott_id,species_name,genome_size_mb,c_value_pg,method,source_column,source,note,used_in_maps,flag_unverified
GS0555,ott708327,Taeniopygia guttata,1232.14,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0556,ott708327,Taeniopygia guttata,1222.5,1.25,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0557,ott65341,Takifugu rubripes,392.0,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0558,ott65341,Takifugu rubripes,391.2,0.4,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0559,ott843397,Taraxacum koksaghyz,1.45,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,False,False
GS0560,ott309291,Taxodium mucronatum,8850.9,9.05,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0561,ott302422,Theileria parva,8.34761,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0562,ott302422,Theileria parva,8.34761,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0563,ott388185,Theobroma cacao,324.88,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0564,ott388185,Theobroma cacao,420.5,0.429959100204499,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0565,ott833202,Thunnus orientalis,740.0,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0566,ott833202,Thunnus orientalis,800.0,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0567,ott461524,Tigriopus californicus,244.5,0.25,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0568,ott252145,Toxoplasma gondii,65.6681,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0569,ott252145,Toxoplasma gondii,65.6681,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0570,ott148904,Tribolium castaneum,165.944,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0571,ott148904,Tribolium castaneum,202.935,0.2075,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0572,ott839027,Trifolium pratense,540.0,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0573,ott839027,Trifolium pratense,528.12,0.65,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0574,ott116218,Trifolium repens,1095.36,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0575,ott539553,Trifolium subterraneum,471.834,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0576,ott539553,Trifolium subterraneum,547.68,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0577,ott31926,Triticum aestivum,13427.4,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0578,ott31926,Triticum aestivum,16948.74,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0579,ott605173,Triticum dicoccum,11765.34,12.03,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0580,ott494245,Trypanosoma brucei,22.1481,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0581,ott494245,Trypanosoma brucei,22.1481,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0582,ott567253,Vaccinium corymbosum,655.26,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0583,ott295602,Vaccinium macrocarpon,414.622,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0584,ott295602,Vaccinium macrocarpon,414.622,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0585,ott1064791,Vanilla tahitensis,5603.94,5.73,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0586,ott581449,Venturia inaequalis,55.1254,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0587,ott581449,Venturia inaequalis,55.1254,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0588,ott52839,Vespula vulgaris,219.8,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0589,ott539544,Vicia faba,80.3627,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0590,ott539544,Vicia faba,17622.582,13.3299591002045,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0591,ott1065959,Vigna angularis,467.301,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0592,ott1065959,Vigna angularis,537.9,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0593,ott1065954,Vigna mungo,537.9,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0594,ott806245,Vigna radiata,463.638,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0595,ott806245,Vigna radiata,894.87,1.3,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0596,ott853659,Vigna subterranea,880.2,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0597,ott1065941,Vigna unguiculata,695.046,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0598,ott1065941,Vigna unguiculata,586.8,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0599,ott581960,Vigna vexillata,567.24,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0600,ott805071,Vitis amurensis,489.0,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0601,ott314458,Vitis cinerea,489.0,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0602,ott756728,Vitis vinifera,486.197,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0603,ott756728,Vitis vinifera,446.946,0.485685071574642,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0604,ott940184,Xenopus tropicalis,1440.4,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0605,ott940184,Xenopus tropicalis,1440.4,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0606,ott416852,Xiphophorus maculatus,729.664,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0607,ott416852,Xiphophorus maculatus,885.09,0.99,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0608,ott605194,Zea mays,2067.62,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0609,ott605194,Zea mays,2669.9,2.7299591002045,c_value,Cval,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,True,False
GS0610,ott73483,Ziziphus jujuba,437.754,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0611,ott73483,Ziziphus jujuba,437.754,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0612,ott586007,Zoysia japonica,334.384,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0613,ott586007,Zoysia japonica,420.54,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0614,ott205630,Zoysia matrella,563.439,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0615,ott205630,Zoysia matrella,563.439,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0616,ott906425,Zymoseptoria tritici,39.6863,,assembly_or_direct,Size.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),,False,False
GS0617,ott906425,Zymoseptoria tritici,39.6863,,estimate_unspecified,est.Gsize.Mb,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Genome size carried in the compilation without a recorded measurement method.,True,False
GS0618,ott718262,Acropora millepora,420.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0619,ott814484,Acyrthosiphon pisum,165.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0620,ott324777,Chimonanthus praecox,600.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0621,ott744224,Ciona intestinalis,150.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0622,ott677382,Ciona savignyi,170.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0623,ott5304351,Coprinus cinereus,37.5,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0624,ott365708,Crassostrea virginica,675.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0625,ott408328,Hippoglossus hippoglossus,713.94,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0626,ott677266,Hyla aborea,4649.69,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0627,ott351029,Hyriopsis cumingii,3000.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0628,ott160616,Labeo rohita,1950.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0629,ott743052,Laupala,1900.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0630,ott212713,Penaeus monodon,2170.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0631,ott5346507,Phaeosphaeria nodorum,37.1,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0632,ott14718,Rana temporaria,4169.21,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0633,ott633644,Rhyzopertha dominica,476.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0634,ott843397,Taraxacum koksaghyz,1420.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0635,ott389727,Tribolium confusum,245.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0636,ott137951,Trichogramma brassicae,246.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0637,ott616561,Undaria pinnatifida,560.0,,other_literature,combined.Gsize,Stapley et al. 2017 compilation (LinkageMapIinfo2.csv),Value present only in the combined genome-size column; the underlying measurement method and source were not recorded in the compilation.,True,False
GS0638,ott415181,Argyrosomus japonicus,673.7,,assembly_or_direct,,"Zhao et al. 2021, Genome Biol. Evol. 13(2):evaa246 (doi:10.1093/gbe/evaa246)","Chromosome-level PacBio + Hi-C assembly, 673.7 Mb in 24 chromosome groups. PDF supplied in Endnote_libraries/pdf/genome_size/Argyrosomus_japonicus.pdf.",True,False
GS0639,ott37136,Citrus reticulata,347.0,,assembly_or_direct,,"Citrus reticulata genome v1.0, Citrus Genome Database (citrusgenomedb.org/Analysis/89); Wang et al., Genome of wild mandarin","Assembly size of the wild mandarin v1.0 genome (Huazhong Agricultural University), supplied by the curator.",True,False
GS0640,ott936014,Cervus elaphus,3438.62,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_002197005.1","Chromosome-level assembly GCA_002197005.1 (2017), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent).",True,False
GS0641,ott1011450,Citrus unshiu,359.652,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_002897195.1","Scaffold-level assembly GCA_002897195.1 (2017), selected from 2 listed for the species (rule: chromosome > scaffold > contig, then most recent). Replaces the withheld unverified compilation value (1.1542, a C-value in pg misplaced in the Mb column).",True,False
GS0642,ott7046610,Dendrobium officinale,1104.26,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_001605985.2","Scaffold-level assembly GCA_001605985.2 (2016), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent). NCBI lists Dendrobium officinale under the accepted synonym Dendrobium catenatum.",True,False
GS0643,ott695282,Haliotis rubra,1378.27,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_003918875.1","Scaffold-level assembly GCA_003918875.1 (2018), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent).",True,False
GS0644,ott310482,Mustela vison,2447.19,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_900108605.1","Scaffold-level assembly GCA_900108605.1 (2017), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent). NCBI lists the American mink under the synonym Neovison vison.",True,False
GS0645,ott857565,Mycosphaerella fijiensis,74.141,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_000340215.1","Scaffold-level assembly GCA_000340215.1 (2013), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent). Replaces the withheld unverified compilation value.",True,False
GS0646,ott1090732,Philomachus pugnax,1229.09,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_001431845.1","Scaffold-level assembly GCA_001431845.1 (2015), selected from 2 listed for the species (rule: chromosome > scaffold > contig, then most recent).",True,False
GS0647,ott561269,Pungitius pungitius,441.09,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_003399555.1","Scaffold-level assembly GCA_003399555.1 (2018), selected from 2 listed for the species (rule: chromosome > scaffold > contig, then most recent).",True,False
GS0648,ott259068,Pyrus x,508.551,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_000315295.1","Scaffold-level assembly GCA_000315295.1 (2012), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent). Assembly of the interspecific hybrid pear Pyrus x bretschneideri ('Dangshansuli' reference genome), applied to this genus-level hybrid record.",True,False
GS0649,ott206127,Sebastes schlegelii,728.477,,assembly_or_direct,,"NCBI eukaryote genome list (legacy/NCBI_eukaryotes_genome_size.txt), assembly GCA_004335315.1","Contig-level assembly GCA_004335315.1 (2019), selected from 1 listed for the species (rule: chromosome > scaffold > contig, then most recent). Contig-level assembly; the only one in the list for this species.",True,False
GS0650,ott876088,Epinephelus bruneus,1079.576,,assembly_or_direct,,NCBI assembly GCA_041684075.1,"Chromosome-level reference assembly (2024), 1,079,576,002 bp. Recovered from current NCBI Datasets, 2026-08-10.",True,False
GS0651,ott457795,Epinephelus coioides,1071.865,,assembly_or_direct,,NCBI assembly GCA_051314025.1,"Chromosome-level reference assembly (2025), 1,071,864,792 bp; supersedes the 2019 scaffold assembly. Recovered from current NCBI Datasets, 2026-08-10.",True,False
GS0652,ott271163,Pagellus erythrinus,765.65,,assembly_or_direct,,NCBI assembly GCA_965643245.1,"Chromosome-level reference assembly (2025), 765,650,454 bp; verified directly against the NCBI Datasets API. Replaces the withheld unverified compilation value, which remains flagged and unused.",True,False
GS0653,ott366998,Solea senegalensis,603.519,,assembly_or_direct,,NCBI assembly GCF_019176455.1,"RefSeq reference genome, chromosome-level (2021), 603,518,608 bp.",True,False
GS0654,ott226396,Suncus murinus,2766.318,,assembly_or_direct,,NCBI assembly GCA_055769025.1,"Chromosome-level reference assembly (2026), 2,766,318,393 bp.",True,False
GS0655,ott475468,Penaeus chinensis,1466.064,,assembly_or_direct,,NCBI assembly GCF_019202785.1,"RefSeq reference genome, chromosome-level (2021), 1,466,063,637 bp; NCBI organism Penaeus chinensis (= Fenneropenaeus chinensis).",True,False
GS0656,ott204596,Culex tarsalis,789.669,,assembly_or_direct,,"Main et al. 2021, G3 (doi:10.1093/g3journal/jkaa063); assembly deposited at OSF (osf.io/mdwqx)","Draft scaffold assembly, 789,669,425 bp; not deposited in NCBI (no GCA/GCF exists for the species).",True,False
GS0657,ott855589,Pinctada maxima,1264.927,,assembly_or_direct,,NCBI assembly GCA_050580605.1,"Chromosome-level reference assembly (2025), 1,264,926,820 bp; the only assembly for the species.",True,False
GS0658,ott253311,Ischnura elegans,1722.739,,assembly_or_direct,,NCBI assembly GCF_921293095.2,"RefSeq reference genome, chromosome-level (Sanger Darwin Tree of Life, 2022), 1,722,738,530 bp.",True,False
GS0659,ott1058331,Ostrinia nubilalis,495.501,,assembly_or_direct,,NCBI assembly GCF_963855985.1,"RefSeq reference genome, chromosome-level (2023), 495,500,553 bp.",True,False
GS0660,ott583561,Agaricus subrufescens,44.531,,assembly_or_direct,,NCBI assembly GCA_029945375.1,"Chromosome-level reference assembly (2023), 44,531,294 bp, under NCBI species taxid 87252 (Agaricus subrufescens). NOTE: species.csv carries ncbi_taxid 307930 whose NCBI name is A. rufotegulis; the assembly is under the accepted A. subrufescens taxon.",True,False
GS0661,ott1016450,Amylostereum areolatum,57.567,,assembly_or_direct,,NCBI assembly GCA_012932865.1,"Scaffold-level reference assembly (2020), 57,567,124 bp; the only assembly.",True,False
GS0662,ott17230,Pleurotus pulmonarius,40.306,,assembly_or_direct,,NCBI assembly GCA_057657895.1,"Complete-genome-level reference assembly (2026), 40,306,054 bp, under the species taxid 28995 (species.csv taxid 518765 is the varietas P. pulmonarius var. pulmonarius).",True,False
GS0663,ott314016,Pyropia haitanensis,49.666,,assembly_or_direct,,NCBI assembly GCA_021651115.1,"Chromosome-level assembly (2022), 49,666,066 bp; NCBI still lists the species as Pyropia (not Neopyropia) haitanensis.",True,False
GS0664,ott279954,Actinidia rufa,620.324,,assembly_or_direct,,NCBI assembly GCA_030159155.1,"Scaffold-level reference assembly (2023), 620,324,227 bp.",True,False
GS0665,ott731671,Betula platyphylla,430.0,,assembly_or_direct,,"Chen et al. 2021, Horticulture Research 8:37 (doi:10.1038/s41438-021-00481-7)",Published chromosome-level assembly (14 chromosomes) of 430 Mb under the name B. platyphylla; k-mer genome-size estimate ~441 Mb; not deposited in NCBI Datasets.,True,False
GS0666,ott264011,Lagerstroemia,330.165,,assembly_or_direct,,NCBI assembly GCA_047370805.1 (Lagerstroemia excelsa),"GENUS-level map record: chromosome-level reference assembly of the congener L. excelsa (2025), 330,164,756 bp; L. indica itself has no NCBI assembly (L. speciosa 2024 chromosome assembly is 306.8 Mb, similar).",True,False
GS0667,ott200787,Pistacia vera,614.013,,assembly_or_direct,,NCBI assembly GCA_026535405.1,"Chromosome-level assembly of cv. Siirt (2022), 614,012,560 bp; the older RefSeq GCF_008641045.1 is scaffold-level (671.1 Mb).",True,False
GS0668,ott980993,Populus simonii,396.967,,assembly_or_direct,,NCBI assembly GCA_982374835.1,"Chromosome-level reference assembly (2026), 396,967,144 bp; verified directly against the NCBI Datasets API.",True,False
GS0669,ott443418,Pyrus pyrifolia,503.888,,assembly_or_direct,,NCBI assembly GCA_016587475.1,"Contig-level reference assembly (2020), 503,888,133 bp; the only assembly under the species taxid.",True,False
GS0670,ott248647,Ribes nigrum,871.556,,assembly_or_direct,,NCBI assembly GCA_965236665.2,"Chromosome-level haploid reference assembly of cv. Rosenthals Langtraubige (2025), 871,555,738 bp. Replaces the withheld unverified compilation value, which remains flagged and unused.",True,False
GS0671,ott3905012,Rosa hybrida,503.767,,assembly_or_direct,,NCBI assembly GCA_055540255.1,"Chromosome-level haplotype-1 assembly (2026) of tetraploid cultivar A29 under NCBI taxid 128735 (Rosa hybrid cultivar), 503,767,000 bp scale; this is a monoploid (1x) genome size, appropriate for cM/Mb on a per-homologue map.",True,False
GS0672,ott532954,Siraitia grosvenorii,469.519,,assembly_or_direct,,"Xia et al. 2018, GigaScience 7:giy067 (doi:10.1093/gigascience/giy067)","Published scaffold-level assembly, 469,518,713 bp; not deposited in NCBI Datasets (data in GSA CRA000522 / ENA).",True,False
GS0673,ott475230,Solanum bulbocastanum,737.653,,assembly_or_direct,,NCBI assembly GCA_037074985.1,"Chromosome-level reference assembly (2024), 737,653,378 bp.",True,False
GS0674,ott615108,Callitris glaucophylla,8088.06,8.27,c_value,,"Zonneveld 2012, Nordic J. Bot. 30:490-502 (doi:10.1111/j.1756-1051.2012.01516.x), via Ohri 2021 (doi:10.2478/sg-2021-0013)",1C = 8.27 pg published under the name Callitris columellaris (the C. columellaris/glaucophylla complex); converted at 978 Mb/pg.,True,False
GS0675,ott171951,Dendrobium moniliforme,1200.0,,assembly_or_direct,,"Yang et al. 2025, Acta Pharm. Sin. B (doi:10.1016/j.apsb.2025.03.005)",Published chromosome-level assembly (19 pseudochromosomes) stated as 1.20 Gb (k-mer estimate 1.24 Gb); not deposited in NCBI Datasets.,True,False
GS0676,ott508208,Dendrobium nobile,1199.117,,assembly_or_direct,,NCBI assembly GCA_022539455.1,"Chromosome-level reference assembly (2022), 1,199,116,975 bp.",True,False
GS0677,ott748393,Lilium,35660.0,,other_literature,,"Liang et al. 2025, Nat. Commun. (doi:10.1038/s41467-024-55545-8), Lilium sargentiae",GENUS-level map record: k-mer genome-size estimate 35.66 Gb for L. sargentiae (a progenitor of ornamental trumpet/OT hybrids); flow cytometry ~31.8 Gb; the assembled length (47.09 Gb) is haplotype-inflated and not used.,True,False
GS0678,ott363879,Picea mariana,19730.0,,assembly_or_direct,,NCBI assembly GCA_032191745.1,"Scaffold-level reference assembly (2023), 19,729,999,460 bp. Replaces the withheld unverified compilation value, which remains flagged and unused.",True,False
GS0679,ott778648,Spartina pectinata,762.84,0.78,c_value,,"Kim et al. 2012, Plant Mol. Biol. Rep. (doi:10.1007/s11105-012-0414-x)",Flow cytometry of 183 plants; 1C = 0.78 pg for the common tetraploid cytotype (2C 1.56 pg; hexaploid and octoploid cytotypes also exist: 2C 2.33 / 3.06 pg); converted at 978 Mb/pg. NCBI now lists the species as Sporobolus michauxianus.,True,False
GS0680,ott61762,Torreya grandis,19050.82,,assembly_or_direct,,NCBI assembly GCA_037957365.1,"Contig-level reference assembly (2024), 19,050,819,972 bp; the only assembly.",True,False
GS0681,ott4731601,Triticosecale,17000.0,,other_literature,,"Oettler 2005 (cited in Ayalew et al. 2022, G3, doi:10.1093/g3journal/jkab413)","Hybrid-taxon map record (x Triticosecale, hexaploid triticale): literature value ~17 Gb; approximate, no cultivar-specific flow-cytometry value verified; no NCBI assembly exists.",True,False
GS0682,ott322300,Urochloa humidicola,4101.701,,assembly_or_direct,,NCBI assembly GCA_965614515.1,"Chromosome-level reference assembly (2025), 4,101,701,028 bp.",True,False
GS0683,ott908705,Zea nicaraguensis,3700.0,,assembly_or_direct,,PanAnd project assembly Zn-PI615697-REFERENCE-PanAnd-1.0 via MaizeGDB (bioRxiv doi:10.1101/2025.01.22.633974),Haploid genome size 3700 Mb as stated by MaizeGDB for the PanAnd reference assembly of accession PI615697; exact assembly length not retrievable; not deposited in NCBI Datasets.,True,False
